sales_date,category,advertising_vnd,online_ads_vnd,social_media_vnd,price_vnd,discount_percent,stores_count,weather,holiday,sales_vnd,uploaded_by
2022-02-20,Áo,2196000,340000,171000,245310,0.44,21,Lạnh,0,55653379,1
2022-02-20,Quần,4563000,439000,1797000,406080,0.26,21,Lạnh,0,87785184,1
2022-02-20,Váy,2715000,491000,277000,511072,0.01,21,Lạnh,0,19699337,1
2022-02-20,Áo khoác,835000,281000,1646000,1188456,0.18,21,Lạnh,0,64774879,1
2022-02-20,Giày,3310000,2807000,1998000,389876,0.12,21,Lạnh,0,65485759,1
2022-02-21,Áo,2927000,2418000,398000,174976,0.32,17,Lạnh,0,62046504,1
2022-02-21,Quần,4077000,1997000,365000,495014,0.26,17,Lạnh,0,66564309,1
2022-02-21,Váy,1249000,1176000,619000,587128,0.18,17,Lạnh,0,24269758,1
2022-02-21,Áo khoác,3808000,779000,1618000,1132986,0.32,17,Lạnh,0,179333697,1
2022-02-21,Giày,4602000,2773000,374000,660400,0.29,17,Lạnh,0,73521873,1
2022-02-22,Áo,843000,2789000,1828000,250537,0.45,17,Lạnh,1,178436118,1
2022-02-22,Quần,4200000,2357000,1946000,440861,0.3,17,Lạnh,1,271272918,1
2022-02-22,Váy,4053000,1999000,1047000,597916,0.25,17,Lạnh,1,121323829,1
2022-02-22,Áo khoác,4524000,1661000,1894000,1083619,0.41,17,Lạnh,1,717602561,1
2022-02-22,Giày,2382000,521000,152000,1019005,0.1,17,Lạnh,1,83089737,1
2022-02-23,Áo,3166000,913000,911000,157526,0.12,22,Lạnh,1,115088903,1
2022-02-23,Quần,2546000,2331000,1731000,353863,0.39,22,Lạnh,1,338661092,1
2022-02-23,Váy,2136000,2623000,1939000,632716,0.22,22,Lạnh,1,117385723,1
2022-02-23,Áo khoác,376000,2090000,1945000,785510,0.2,22,Lạnh,1,295827928,1
2022-02-23,Giày,668000,1479000,1523000,752333,0.44,22,Lạnh,1,238438587,1
2022-02-24,Áo,4921000,2833000,1537000,206096,0.31,22,Mưa,0,113384655,1
2022-02-24,Quần,648000,1878000,1727000,388982,0.4,22,Mưa,0,83897366,1
2022-02-24,Váy,4901000,2347000,1779000,674599,0.4,22,Mưa,0,136871683,1
2022-02-24,Áo khoác,4633000,2376000,588000,1307617,0.06,22,Mưa,0,54661787,1
2022-02-24,Giày,1755000,1117000,601000,350248,0.33,22,Mưa,0,64020175,1
2022-02-25,Áo,2485000,2466000,406000,283023,0.48,10,Mưa,0,55385491,1
2022-02-25,Quần,4111000,2724000,516000,329888,0.24,10,Mưa,0,40834745,1
2022-02-25,Váy,3572000,2006000,608000,406354,0.37,10,Mưa,0,43918108,1
2022-02-25,Áo khoác,3982000,2269000,1020000,690346,0.28,10,Mưa,0,46902528,1
2022-02-25,Giày,2146000,759000,1653000,918821,0.1,10,Mưa,0,24469774,1
2022-02-26,Áo,2154000,828000,737000,191954,0.1,16,Mưa,0,35815553,1
2022-02-26,Quần,3285000,1552000,765000,389876,0.22,16,Mưa,0,60468341,1
2022-02-26,Váy,4750000,2111000,105000,423777,0.24,16,Mưa,0,71428663,1
2022-02-26,Áo khoác,2925000,2008000,521000,712739,0.25,16,Mưa,0,62775542,1
2022-02-26,Giày,3194000,2586000,1574000,591736,0.48,16,Mưa,0,88544488,1
2022-02-27,Áo,858000,2095000,1550000,190643,0.05,20,Lạnh,0,33711637,1
2022-02-27,Quần,3196000,2426000,489000,504793,0.19,20,Lạnh,0,62208750,1
2022-02-27,Váy,2217000,2668000,433000,524809,0.26,20,Lạnh,0,40742089,1
2022-02-27,Áo khoác,1554000,1206000,1571000,1388327,0.48,20,Lạnh,0,206236266,1
2022-02-27,Giày,1981000,248000,437000,568116,0.25,20,Lạnh,0,50896115,1
2022-02-28,Áo,2114000,2050000,947000,165882,0.39,11,Lạnh,0,41212516,1
2022-02-28,Quần,962000,2129000,1211000,447466,0.37,11,Lạnh,0,41110623,1
2022-02-28,Váy,4416000,2277000,368000,664271,0.28,11,Lạnh,0,29743880,1
2022-02-28,Áo khoác,3625000,2332000,164000,999308,0.07,11,Lạnh,0,52561822,1
2022-02-28,Giày,1541000,1725000,777000,664765,0.11,11,Lạnh,0,27834644,1
2022-03-01,Áo,3443000,1769000,1187000,235374,0.12,10,Nắng,0,30059947,1
2022-03-01,Quần,3337000,528000,1393000,294912,0.02,10,Nắng,0,23648951,1
2022-03-01,Váy,461000,2857000,756000,212879,0.19,10,Nắng,0,22481061,1
2022-03-01,Áo khoác,4525000,633000,1500000,1008086,0.31,10,Nắng,0,46306395,1
2022-03-01,Giày,2250000,787000,1968000,932079,0.07,10,Nắng,0,25651500,1
2022-03-02,Áo,4620000,1910000,880000,327145,0.09,12,Nắng,0,38860204,1
2022-03-02,Quần,2081000,2076000,428000,383922,0.35,12,Nắng,0,49150808,1
2022-03-02,Váy,4975000,1472000,617000,359472,0.08,12,Nắng,0,36070249,1
2022-03-02,Áo khoác,1777000,2075000,1756000,1248385,0.07,12,Nắng,0,29973006,1
2022-03-02,Giày,3330000,2937000,961000,930698,0.49,12,Nắng,0,65269868,1
2022-03-03,Áo,4286000,2245000,520000,275155,0.01,25,Nắng,0,62302281,1
2022-03-03,Quần,406000,1798000,1436000,404607,0.16,25,Nắng,0,46431811,1
2022-03-03,Váy,2968000,2672000,408000,406608,0.02,25,Nắng,0,60124467,1
2022-03-03,Áo khoác,1464000,711000,913000,750314,0.42,25,Nắng,0,85229015,1
2022-03-03,Giày,1457000,1608000,945000,529016,0.29,25,Nắng,0,74364055,1
2022-03-04,Áo,2546000,1611000,1767000,249976,0.02,13,Mưa,0,31982577,1
2022-03-04,Quần,966000,2038000,1925000,540395,0.31,13,Mưa,0,50506960,1
2022-03-04,Váy,2426000,1211000,1061000,597748,0.06,13,Mưa,0,27925721,1
2022-03-04,Áo khoác,3241000,1672000,1312000,1110284,0.25,13,Mưa,0,50109553,1
2022-03-04,Giày,811000,763000,820000,348037,0.33,13,Mưa,0,37802347,1
2022-03-05,Áo,549000,502000,1165000,242115,0.07,22,Nắng,0,32142811,1
2022-03-05,Quần,1188000,2346000,689000,320400,0.25,22,Nắng,0,76337264,1
2022-03-05,Váy,1323000,1529000,419000,299525,0.23,22,Nắng,0,65760067,1
2022-03-05,Áo khoác,4994000,2804000,1110000,813308,0.46,22,Nắng,0,128191417,1
2022-03-05,Giày,899000,2289000,1780000,523457,0.5,22,Nắng,0,103371861,1
2022-03-06,Áo,3322000,2715000,544000,291774,0.33,15,Nắng,0,72968673,1
2022-03-06,Quần,2830000,2687000,1497000,265385,0.43,15,Nắng,0,75123953,1
2022-03-06,Váy,3183000,2574000,385000,471480,0.32,15,Nắng,0,57669805,1
2022-03-06,Áo khoác,2364000,2816000,270000,1398729,0.44,15,Nắng,0,70629855,1
2022-03-06,Giày,2058000,2223000,1728000,860309,0.22,15,Nắng,0,43506721,1
2022-03-07,Áo,3869000,2280000,362000,284854,0.3,19,Nắng,0,55244174,1
2022-03-07,Quần,1542000,611000,1041000,367369,0.42,19,Nắng,0,70839028,1
2022-03-07,Váy,4629000,1849000,1658000,420702,0.46,19,Nắng,0,105441740,1
2022-03-07,Áo khoác,2595000,707000,1927000,539402,0.01,19,Nắng,0,40042202,1
2022-03-07,Giày,2225000,255000,241000,944062,0.05,19,Nắng,0,31362796,1
2022-03-08,Áo,2362000,1947000,1271000,192719,0.47,25,Mưa,0,125398477,1
2022-03-08,Quần,3695000,2793000,1563000,477600,0.28,25,Mưa,0,109613566,1
2022-03-08,Váy,740000,395000,727000,380109,0.5,25,Mưa,0,87009163,1
2022-03-08,Áo khoác,3043000,2660000,692000,584585,0.4,25,Mưa,0,123284345,1
2022-03-08,Giày,306000,2884000,515000,1070543,0.41,25,Mưa,0,105432543,1
2022-03-09,Áo,1886000,1990000,124000,294407,0.19,23,Mưa,0,47456299,1
2022-03-09,Quần,1125000,1880000,726000,425212,0.13,23,Mưa,0,46481781,1
2022-03-09,Váy,4124000,1306000,193000,304126,0.3,23,Mưa,0,91274244,1
2022-03-09,Áo khoác,1568000,2989000,404000,1497738,0.44,23,Mưa,0,102975966,1
2022-03-09,Giày,3736000,2384000,284000,1117439,0.36,23,Mưa,0,117970549,1
2022-03-10,Áo,3738000,738000,382000,338019,0.24,14,Nắng,0,36068693,1
2022-03-10,Quần,1610000,888000,1278000,356833,0.38,14,Nắng,0,58789936,1
2022-03-10,Váy,4333000,918000,785000,318637,0.35,14,Nắng,0,50392425,1
2022-03-10,Áo khoác,1927000,505000,962000,1357153,0.46,14,Nắng,0,48979983,1
2022-03-10,Giày,1336000,1534000,784000,917508,0.13,14,Nắng,0,29631799,1
2022-03-11,Áo,777000,587000,765000,176393,0.06,25,Nắng,0,38489202,1
2022-03-11,Quần,2978000,924000,1137000,307480,0.24,25,Nắng,0,85446849,1
2022-03-11,Váy,1014000,2239000,989000,579387,0.18,25,Nắng,0,54647935,1
2022-03-11,Áo khoác,1976000,2089000,915000,971397,0.49,25,Nắng,0,121676923,1
2022-03-11,Giày,2462000,1114000,1763000,1092425,0.0,25,Nắng,0,53317888,1
2022-03-12,Áo,808000,2796000,440000,243650,0.47,24,Mưa,0,106633536,1
2022-03-12,Quần,681000,2753000,703000,484397,0.48,24,Mưa,0,104423563,1
2022-03-12,Váy,1480000,2635000,1906000,579739,0.03,24,Mưa,0,59743710,1
2022-03-12,Áo khoác,2145000,2540000,833000,502066,0.44,24,Mưa,0,127530837,1
2022-03-12,Giày,4670000,378000,1596000,673994,0.24,24,Mưa,0,94055275,1
2022-03-13,Áo,2018000,2919000,918000,192942,0.38,24,Nắng,0,107211487,1
2022-03-13,Quần,1400000,2103000,1945000,266138,0.04,24,Nắng,0,46006191,1
2022-03-13,Váy,2160000,1904000,1006000,318558,0.48,24,Nắng,0,138540487,1
2022-03-13,Áo khoác,2391000,279000,1231000,708480,0.3,24,Nắng,0,85112103,1
2022-03-13,Giày,1017000,646000,1454000,737743,0.45,24,Nắng,0,73194011,1
2022-03-14,Áo,617000,965000,639000,159190,0.34,23,Mưa,0,64909282,1
2022-03-14,Quần,4929000,1288000,538000,328422,0.27,23,Mưa,0,100912756,1
2022-03-14,Váy,2076000,1595000,1832000,386770,0.09,23,Mưa,0,51260787,1
2022-03-14,Áo khoác,2584000,2750000,1087000,1461214,0.09,23,Mưa,0,70880961,1
2022-03-14,Giày,1544000,769000,1835000,329086,0.24,23,Mưa,0,70975323,1
2022-03-15,Áo,1633000,295000,765000,298394,0.44,13,Mưa,0,37464572,1
2022-03-15,Quần,3969000,1756000,483000,375604,0.06,13,Mưa,0,29474620,1
2022-03-15,Váy,1500000,1483000,681000,562958,0.5,13,Mưa,0,57208824,1
2022-03-15,Áo khoác,2094000,2832000,259000,926785,0.44,13,Mưa,0,53846671,1
2022-03-15,Giày,3001000,447000,531000,1040970,0.2,13,Mưa,0,27312063,1
2022-03-16,Áo,1754000,2374000,1987000,278921,0.13,17,Nắng,0,47145640,1
2022-03-16,Quần,2233000,2746000,1519000,253435,0.46,17,Nắng,0,84456767,1
2022-03-16,Váy,1046000,2293000,714000,563649,0.06,17,Nắng,0,32805900,1
2022-03-16,Áo khoác,1140000,1181000,587000,1164995,0.17,17,Nắng,0,30574457,1
2022-03-16,Giày,2795000,467000,1871000,722275,0.04,17,Nắng,0,39578980,1
2022-03-17,Áo,1388000,1863000,1312000,338629,0.48,20,Nắng,0,101363235,1
2022-03-17,Quần,1092000,1765000,1541000,542441,0.31,20,Nắng,0,58024936,1
2022-03-17,Váy,1567000,2341000,442000,243890,0.17,20,Nắng,0,42486778,1
2022-03-17,Áo khoác,1850000,935000,1484000,733466,0.14,20,Nắng,0,35009880,1
2022-03-17,Giày,2990000,2859000,208000,860027,0.22,20,Nắng,0,74268834,1
2022-03-18,Áo,592000,2318000,948000,290791,0.05,25,Lạnh,0,38221763,1
2022-03-18,Quần,4322000,2840000,400000,329553,0.44,25,Lạnh,0,127263504,1
2022-03-18,Váy,1704000,648000,1491000,208314,0.26,25,Lạnh,0,43796329,1
2022-03-18,Áo khoác,1948000,2133000,1378000,1068119,0.36,25,Lạnh,0,281888364,1
2022-03-18,Giày,3116000,2035000,1439000,1161596,0.12,25,Lạnh,0,81614835,1
2022-03-19,Áo,4210000,819000,804000,257658,0.25,21,Nắng,0,73164883,1
2022-03-19,Quần,3218000,813000,1194000,548257,0.11,21,Nắng,0,51943597,1
2022-03-19,Váy,1697000,1633000,368000,317174,0.41,21,Nắng,0,84511803,1
2022-03-19,Áo khoác,1993000,2338000,1969000,596429,0.39,21,Nắng,0,117786653,1
2022-03-19,Giày,1337000,1732000,1624000,529937,0.07,21,Nắng,0,48041926,1
2022-03-20,Áo,4152000,1076000,1332000,170365,0.04,25,Nắng,0,76734437,1
2022-03-20,Quần,1862000,2775000,577000,513881,0.41,25,Nắng,0,95640205,1
2022-03-20,Váy,1412000,1333000,275000,593186,0.05,25,Nắng,0,46508492,1
2022-03-20,Áo khoác,1591000,974000,338000,790362,0.27,25,Nắng,0,68449575,1
2022-03-20,Giày,1461000,871000,992000,1079966,0.27,25,Nắng,0,73903696,1
2022-03-21,Áo,1329000,1830000,709000,308571,0.1,23,Mưa,0,42446603,1
2022-03-21,Quần,4637000,2247000,958000,491099,0.3,23,Mưa,0,124527787,1
2022-03-21,Váy,4557000,560000,1565000,441474,0.25,23,Mưa,0,95693591,1
2022-03-21,Áo khoác,3039000,2625000,1724000,578692,0.25,23,Mưa,0,101570356,1
2022-03-21,Giày,1278000,2592000,1887000,1062790,0.18,23,Mưa,0,50422809,1
2022-03-22,Áo,817000,997000,591000,327229,0.42,13,Lạnh,0,34975581,1
2022-03-22,Quần,1082000,1983000,198000,422106,0.04,13,Lạnh,0,21588943,1
2022-03-22,Váy,3131000,2702000,428000,200294,0.22,13,Lạnh,0,27219181,1
2022-03-22,Áo khoác,4480000,266000,1449000,1465576,0.13,13,Lạnh,0,70371803,1
2022-03-22,Giày,437000,1781000,544000,1111028,0.42,13,Lạnh,0,38897446,1
2022-03-23,Áo,1053000,2290000,1789000,248185,0.11,22,Lạnh,0,38739189,1
2022-03-23,Quần,3253000,2476000,1097000,523578,0.38,22,Lạnh,0,125357120,1
2022-03-23,Váy,2755000,2174000,394000,258382,0.31,22,Lạnh,0,47603920,1
2022-03-23,Áo khoác,3134000,2036000,541000,978943,0.44,22,Lạnh,0,252010805,1
2022-03-23,Giày,879000,433000,894000,907317,0.3,22,Lạnh,0,50733637,1
2022-03-24,Áo,3555000,1422000,1931000,196228,0.28,19,Mưa,0,75549352,1
2022-03-24,Quần,3566000,2744000,990000,253771,0.4,19,Mưa,0,87792793,1
2022-03-24,Váy,4949000,1255000,130000,536243,0.28,19,Mưa,0,81085716,1
2022-03-24,Áo khoác,695000,2360000,1254000,1424303,0.42,19,Mưa,0,72439023,1
2022-03-24,Giày,2237000,1172000,1851000,1148689,0.02,19,Mưa,0,40275622,1
2022-03-25,Áo,2889000,2053000,1650000,167558,0.25,21,Nắng,0,80149726,1
2022-03-25,Quần,3334000,658000,537000,357779,0.41,21,Nắng,0,87797257,1
2022-03-25,Váy,469000,1369000,1449000,324891,0.42,21,Nắng,0,64848232,1
2022-03-25,Áo khoác,2637000,1580000,1390000,1229085,0.42,21,Nắng,0,99122218,1
2022-03-25,Giày,3539000,205000,385000,785319,0.3,21,Nắng,0,70529226,1
2022-03-26,Áo,3715000,693000,390000,182376,0.5,25,Nắng,0,121158494,1
2022-03-26,Quần,3868000,2318000,467000,327924,0.09,25,Nắng,0,78708069,1
2022-03-26,Váy,3516000,1138000,585000,229332,0.09,25,Nắng,0,66761082,1
2022-03-26,Áo khoác,3784000,1563000,654000,843145,0.02,25,Nắng,0,63290627,1
2022-03-26,Giày,2141000,2921000,267000,871025,0.49,25,Nắng,0,127624076,1
2022-03-27,Áo,4060000,1256000,1984000,280912,0.17,22,Mưa,0,80231891,1
2022-03-27,Quần,4852000,342000,1594000,339031,0.38,22,Mưa,0,93922915,1
2022-03-27,Váy,3326000,935000,1890000,667186,0.03,22,Mưa,0,56367790,1
2022-03-27,Áo khoác,4265000,2973000,1293000,633024,0.15,22,Mưa,0,66633749,1
2022-03-27,Giày,1901000,1903000,870000,583135,0.31,22,Mưa,0,89695298,1
2022-03-28,Áo,1446000,2084000,1469000,177472,0.26,11,Nắng,0,41267676,1
2022-03-28,Quần,4626000,2464000,177000,309946,0.1,11,Nắng,0,30492643,1
2022-03-28,Váy,2984000,2124000,950000,698782,0.23,11,Nắng,0,47533989,1
2022-03-28,Áo khoác,411000,2681000,1208000,1394353,0.05,11,Nắng,0,20975981,1
2022-03-28,Giày,892000,2090000,991000,563685,0.27,11,Nắng,0,35661753,1
2022-03-29,Áo,2739000,2967000,760000,279237,0.05,24,Nắng,0,52584306,1
2022-03-29,Quần,1538000,1141000,1324000,252765,0.32,24,Nắng,0,102001884,1
2022-03-29,Váy,3094000,1815000,688000,505218,0.08,24,Nắng,0,54231003,1
2022-03-29,Áo khoác,2714000,2115000,1484000,814939,0.27,24,Nắng,0,86674177,1
2022-03-29,Giày,2429000,2168000,861000,984643,0.06,24,Nắng,0,62123926,1
2022-03-30,Áo,3153000,254000,664000,251387,0.2,12,Lạnh,0,21788524,1
2022-03-30,Quần,3169000,1671000,911000,501116,0.18,12,Lạnh,0,28350303,1
2022-03-30,Váy,3898000,1258000,401000,693377,0.38,12,Lạnh,0,29311470,1
2022-03-30,Áo khoác,4103000,1206000,392000,1458022,0.32,12,Lạnh,0,119381685,1
2022-03-30,Giày,1826000,1420000,393000,1089404,0.47,12,Lạnh,0,45364055,1
2022-03-31,Áo,2269000,765000,208000,299328,0.46,15,Nắng,0,57304982,1
2022-03-31,Quần,1251000,970000,464000,399725,0.36,15,Nắng,0,50309498,1
2022-03-31,Váy,1802000,1997000,699000,303579,0.39,15,Nắng,0,75048826,1
2022-03-31,Áo khoác,4767000,2078000,777000,489339,0.31,15,Nắng,0,61075953,1
2022-03-31,Giày,3636000,1077000,1617000,718973,0.35,15,Nắng,0,67891429,1
2022-04-01,Áo,409000,713000,1390000,253376,0.31,17,Nắng,0,42086935,1
2022-04-01,Quần,4286000,1817000,192000,277909,0.16,17,Nắng,0,47795293,1
2022-04-01,Váy,2654000,621000,1808000,698970,0.18,17,Nắng,0,43332980,1
2022-04-01,Áo khoác,525000,2175000,1187000,968993,0.29,17,Nắng,0,52290094,1
2022-04-01,Giày,3311000,716000,527000,1012932,0.36,17,Nắng,0,73970454,1
2022-04-02,Áo,4426000,2232000,737000,344839,0.2,17,Nắng,0,56641914,1
2022-04-02,Quần,913000,904000,467000,407541,0.07,17,Nắng,0,22855489,1
2022-04-02,Váy,398000,1873000,1865000,332385,0.23,17,Nắng,0,40592376,1
2022-04-02,Áo khoác,1110000,2291000,204000,1442206,0.48,17,Nắng,0,72719084,1
2022-04-02,Giày,3637000,1057000,308000,441002,0.11,17,Nắng,0,42624611,1
2022-04-03,Áo,2999000,418000,1697000,153285,0.32,24,Nắng,0,87985533,1
2022-04-03,Quần,1319000,767000,1111000,285863,0.49,24,Nắng,0,95941756,1
2022-04-03,Váy,3325000,1977000,1875000,347776,0.19,24,Nắng,0,79326075,1
2022-04-03,Áo khoác,3828000,457000,573000,1386209,0.44,24,Nắng,0,114549442,1
2022-04-03,Giày,4186000,1736000,1184000,955915,0.43,24,Nắng,0,127391821,1
2022-04-04,Áo,3279000,1160000,1469000,171323,0.17,20,Nắng,0,59659609,1
2022-04-04,Quần,3640000,1600000,111000,303915,0.05,20,Nắng,0,45691064,1
2022-04-04,Váy,1096000,1092000,565000,571687,0.09,20,Nắng,0,30203156,1
2022-04-04,Áo khoác,2257000,2536000,748000,1115979,0.18,20,Nắng,0,56473619,1
2022-04-04,Giày,3366000,1171000,1318000,503462,0.48,20,Nắng,0,116839366,1
2022-04-05,Áo,3320000,302000,1197000,258500,0.14,24,Nắng,0,59705613,1
2022-04-05,Quần,2980000,1307000,974000,538883,0.46,24,Nắng,0,130227407,1
2022-04-05,Váy,4741000,2155000,485000,640924,0.09,24,Nắng,0,70521768,1
2022-04-05,Áo khoác,3248000,1249000,1259000,981661,0.48,24,Nắng,0,113318593,1
2022-04-05,Giày,4031000,1958000,983000,990641,0.15,24,Nắng,0,73181388,1
2022-04-06,Áo,1401000,1645000,654000,170187,0.32,18,Nắng,0,58603253,1
2022-04-06,Quần,1337000,1877000,1559000,347927,0.03,18,Nắng,0,39757529,1
2022-04-06,Váy,4531000,2549000,1162000,438185,0.15,18,Nắng,0,58974401,1
2022-04-06,Áo khoác,1091000,1521000,1666000,796229,0.11,18,Nắng,0,42639244,1
2022-04-06,Giày,4474000,1278000,753000,417996,0.0,18,Nắng,0,38430165,1
2022-04-07,Áo,2078000,255000,1443000,189220,0.08,16,Mưa,0,23422835,1
2022-04-07,Quần,1281000,1214000,1994000,257642,0.3,16,Mưa,0,55545808,1
2022-04-07,Váy,1565000,2621000,964000,279971,0.19,16,Mưa,0,40107942,1
2022-04-07,Áo khoác,1043000,1030000,1088000,847597,0.36,16,Mưa,0,49001376,1
2022-04-07,Giày,2731000,1119000,1679000,1051943,0.34,16,Mưa,0,62434471,1
2022-04-08,Áo,674000,656000,1823000,300630,0.4,22,Mưa,0,68283897,1
2022-04-08,Quần,2053000,331000,452000,542926,0.43,22,Mưa,0,76151540,1
2022-04-08,Váy,4197000,692000,613000,466926,0.41,22,Mưa,0,104728025,1
2022-04-08,Áo khoác,2836000,1777000,1606000,1196777,0.22,22,Mưa,0,59451410,1
2022-04-08,Giày,2291000,2087000,1539000,485784,0.15,22,Mưa,0,59339707,1
2022-04-09,Áo,3228000,2357000,903000,300534,0.25,11,Nắng,0,36909193,1
2022-04-09,Quần,3746000,781000,1946000,449591,0.27,11,Nắng,0,48347741,1
2022-04-09,Váy,891000,995000,1493000,518555,0.16,11,Nắng,0,23082869,1
2022-04-09,Áo khoác,4928000,2083000,442000,547469,0.27,11,Nắng,0,43676760,1
2022-04-09,Giày,2869000,1402000,1448000,871238,0.05,11,Nắng,0,27217276,1
2022-04-10,Áo,3172000,2148000,1490000,283595,0.12,17,Lạnh,0,31239307,1
2022-04-10,Quần,1476000,1009000,435000,390749,0.37,17,Lạnh,0,57600529,1
2022-04-10,Váy,1635000,972000,1419000,406900,0.09,17,Lạnh,0,22344994,1
2022-04-10,Áo khoác,4993000,1324000,123000,855123,0.07,17,Lạnh,0,116333764,1
2022-04-10,Giày,412000,772000,984000,698825,0.14,17,Lạnh,0,27444381,1
2022-04-11,Áo,4072000,1406000,1565000,332225,0.19,16,Nắng,0,46576168,1
2022-04-11,Quần,2145000,1008000,203000,272936,0.16,16,Nắng,0,29712679,1
2022-04-11,Váy,2287000,1078000,1535000,512326,0.19,16,Nắng,0,37857928,1
2022-04-11,Áo khoác,2285000,2660000,673000,951477,0.07,16,Nắng,0,39138919,1
2022-04-11,Giày,3592000,1941000,1788000,1197691,0.08,16,Nắng,0,39988481,1
2022-04-12,Áo,3542000,1029000,874000,245042,0.12,17,Nắng,0,41748564,1
2022-04-12,Quần,552000,2813000,1417000,525307,0.2,17,Nắng,0,38109784,1
2022-04-12,Váy,423000,1915000,986000,457758,0.17,17,Nắng,0,35983691,1
2022-04-12,Áo khoác,1536000,2351000,342000,1180351,0.4,17,Nắng,0,70364116,1
2022-04-12,Giày,923000,1349000,441000,945499,0.26,17,Nắng,0,41565123,1
2022-04-13,Áo,3456000,1769000,1977000,272762,0.29,21,Mưa,0,97430593,1
2022-04-13,Quần,3436000,876000,1982000,455671,0.28,21,Mưa,0,88760262,1
2022-04-13,Váy,3689000,1144000,732000,200834,0.2,21,Mưa,0,47904383,1
2022-04-13,Áo khoác,3717000,2033000,964000,744358,0.49,21,Mưa,0,144216140,1
2022-04-13,Giày,1955000,2517000,272000,1048294,0.02,21,Mưa,0,44074462,1
2022-04-14,Áo,1566000,2713000,1539000,152413,0.11,12,Nắng,0,27860566,1
2022-04-14,Quần,3245000,1000000,202000,259505,0.14,12,Nắng,0,27709565,1
2022-04-14,Váy,1460000,1341000,259000,451753,0.44,12,Nắng,0,39178792,1
2022-04-14,Áo khoác,2594000,1315000,1380000,1339234,0.46,12,Nắng,0,47718865,1
2022-04-14,Giày,740000,1835000,813000,433177,0.42,12,Nắng,0,44832544,1
2022-04-15,Áo,2392000,2231000,656000,349176,0.21,16,Lạnh,0,44262602,1
2022-04-15,Quần,3005000,1708000,675000,364897,0.46,16,Lạnh,0,80800935,1
2022-04-15,Váy,4059000,1310000,295000,258408,0.05,16,Lạnh,0,19187816,1
2022-04-15,Áo khoác,853000,433000,1088000,566908,0.33,16,Lạnh,0,108957454,1
2022-04-15,Giày,1412000,1112000,1514000,545993,0.47,16,Lạnh,0,65048684,1
2022-04-16,Áo,3077000,1347000,1033000,229731,0.38,19,Nắng,0,74353033,1
2022-04-16,Quần,2133000,1426000,169000,527906,0.14,19,Nắng,0,36914484,1
2022-04-16,Váy,1614000,1255000,1816000,317798,0.36,19,Nắng,0,85763748,1
2022-04-16,Áo khoác,3793000,2604000,942000,1091142,0.15,19,Nắng,0,55842874,1
2022-04-16,Giày,3438000,1774000,346000,537902,0.06,19,Nắng,0,53411556,1
2022-04-17,Áo,3412000,293000,428000,208703,0.36,22,Lạnh,0,56557388,1
2022-04-17,Quần,398000,1745000,257000,313079,0.09,22,Lạnh,0,31489472,1
2022-04-17,Váy,4225000,1950000,1017000,221577,0.06,22,Lạnh,0,35403505,1
2022-04-17,Áo khoác,1779000,2491000,797000,760258,0.28,22,Lạnh,0,220243293,1
2022-04-17,Giày,4696000,257000,842000,782450,0.31,22,Lạnh,0,87188084,1
2022-04-18,Áo,1522000,2567000,684000,213230,0.03,18,Nắng,0,39657503,1
2022-04-18,Quần,4883000,1242000,154000,414052,0.0,18,Nắng,0,46798205,1
2022-04-18,Váy,1304000,556000,585000,267194,0.44,18,Nắng,0,61227891,1
2022-04-18,Áo khoác,776000,2364000,1366000,562333,0.06,18,Nắng,0,32070515,1
2022-04-18,Giày,1435000,1359000,1937000,862080,0.29,18,Nắng,0,69526108,1
2022-04-19,Áo,3156000,495000,1476000,195807,0.48,25,Mưa,0,104387000,1
2022-04-19,Quần,2005000,724000,509000,386213,0.26,25,Mưa,0,79867086,1
2022-04-19,Váy,817000,1324000,1059000,304292,0.07,25,Mưa,0,47158978,1
2022-04-19,Áo khoác,1520000,1817000,1004000,1097272,0.2,25,Mưa,0,64193056,1
2022-04-19,Giày,2806000,1823000,826000,838065,0.31,25,Mưa,0,97788844,1
2022-04-20,Áo,4625000,1328000,1138000,188346,0.38,12,Nắng,0,54063546,1
2022-04-20,Quần,1491000,1865000,246000,344977,0.3,12,Nắng,0,37937970,1
2022-04-20,Váy,4180000,1749000,1613000,509963,0.02,12,Nắng,0,33882778,1
2022-04-20,Áo khoác,3543000,600000,1779000,1346618,0.07,12,Nắng,0,31040170,1
2022-04-20,Giày,2277000,1795000,1148000,847578,0.19,12,Nắng,0,30376155,1
2022-04-21,Áo,2542000,2189000,1734000,262551,0.35,23,Lạnh,0,79665753,1
2022-04-21,Quần,3390000,2986000,1814000,425324,0.29,23,Lạnh,0,107740143,1
2022-04-21,Váy,2187000,728000,432000,560826,0.02,23,Lạnh,0,27167996,1
2022-04-21,Áo khoác,4859000,2804000,1297000,1093784,0.4,23,Lạnh,0,278395752,1
2022-04-21,Giày,1273000,2797000,1898000,803150,0.3,23,Lạnh,0,89100979,1
2022-04-22,Áo,365000,2607000,389000,207089,0.44,19,Nắng,0,58874561,1
2022-04-22,Quần,3206000,263000,669000,447345,0.21,19,Nắng,0,57067448,1
2022-04-22,Váy,870000,2871000,1969000,478763,0.25,19,Nắng,0,73857051,1
2022-04-22,Áo khoác,4192000,301000,890000,1220759,0.2,19,Nắng,0,40592589,1
